gmina_name;date;ludnosc
Łęki Szlacheckie;2013-01-01;3630
Łopuszno;2013-01-01;9038
Magnuszew;2013-01-01;6831
Masłowice;2013-01-01;4266
Mniów;2013-01-01;9346
Mniszków;2013-01-01;4705
Mogielnica;2013-01-01;8954
Moskorzew;2013-01-01;2755
Moszczenica;2013-01-01;12909
Niegowa;2013-01-01;5703
Nowe Miasto nad Pilicą;2013-01-01;8106
Nowosolna;2013-01-01;4556
Odrzywół;2013-01-01;3996
Ogrodzieniec;2013-01-01;9383
Opoczno;2013-01-01;35199
Paradyż;2013-01-01;4432
Pilica;2013-01-01;8877
Piotrków Trybunalski;2013-01-01;75903
Poświętne;2013-01-01;3313
Promna;2013-01-01;5622
Przedbórz;2013-01-01;7371
Przysucha;2013-01-01;12209
Radoszyce;2013-01-01;
Radzanów;2013-01-01;3917
Ręczno;2013-01-01;3598
Rokiciny;2013-01-01;6186
Rozprza;2013-01-01;12287
Ruda Maleniecka;2013-01-01;3231
Rusinów;2013-01-01;4394
Rzeczyca;2013-01-01;4761
Sadkowice;2013-01-01;5614
Secemin;2013-01-01;4914
Sławno;2013-01-01;7538
Słupia;2013-01-01;2712
Słupia Konecka;2013-01-01;3442
Smyków;2013-01-01;3797
Stąporków;2013-01-01;17917
Stromiec;2013-01-01;5713
Sulejów;2013-01-01;16280
Szczekociny;2013-01-01;8046
Tomaszów Mazowiecki miasto;2013-01-01;64893
Tomaszów Mazowiecki wiejski;2013-01-01;10772
Tuszyn;2013-01-01;12206
Ujazd;2013-01-01;7928
Warka;2013-01-01;19188
Wielgomłyny;2013-01-01;4772
Włodowice;2013-01-01;5299
Włoszczowa;2013-01-01;20008
Wola Krzysztoporska;2013-01-01;11847
Wolbórz;2013-01-01;7800
Wolbrom;2013-01-01;23419
Wyśmierzyce;2013-01-01;2849
Zagnańsk;2013-01-01;12993
Zawiercie;2013-01-01;51258
Żarnowiec;2013-01-01;4780
Żarnów;2013-01-01;6119
Żytno;2013-01-01;5373
Aleksandrów;2014-01-01;3245
Andrespol;2014-01-01;13330
Belsk Duży;2014-01-01;6600
Będków;2014-01-01;3344
Białaczów;2014-01-01;5897
Białobrzegi;2014-01-01;10395
Bliżyn;2014-01-01;8360
Błędów;2014-01-01;7672
Brójce;2014-01-01;6321
Budziszewice;2014-01-01;2219
Charsznica;2014-01-01;7603
Czarnocin;2014-01-01;4078
Czerniewice;2014-01-01;5166
Drzewica;2014-01-01;10766
Fałków;2014-01-01;4621
Gielniów;2014-01-01;4673
Głowaczów;2014-01-01;7365
Gorzkowice;2014-01-01;8607
Goszczyn;2014-01-01;2971
Gowarczów;2014-01-01;4720
Grabica;2014-01-01;6134
Grabów nad Pilicą;2014-01-01;3945
Inowłódz;2014-01-01;3872
Irządze;2014-01-01;2746
Kluczewsko;2014-01-01;5260
Klwów;2014-01-01;3468
Kobiele Wielkie;2014-01-01;4471
Kodrąb;2014-01-01;4649
Koluszki;2014-01-01;23656
Koniecpol;2014-01-01;9836
Końskie;2014-01-01;36276
Kozłów;2014-01-01;4724
Krasocin;2014-01-01;10768
Kroczyce;2014-01-01;6331
Lelów;2014-01-01;4965
Lubochnia;2014-01-01;7199
Łęki Szlacheckie;2014-01-01;3602
Łopuszno;2014-01-01;9043
Magnuszew;2014-01-01;6796
Masłowice;2014-01-01;4294
Mniów;2014-01-01;9355
Mniszków;2014-01-01;4700
Mogielnica;2014-01-01;8852
Moskorzew;2014-01-01;2760
Moszczenica;2014-01-01;12915
Niegowa;2014-01-01;5721
Nowe Miasto nad Pilicą;2014-01-01;8039
Nowosolna;2014-01-01;4635
Odrzywół;2014-01-01;3973
Ogrodzieniec;2014-01-01;9307
Opoczno;2014-01-01;34999
Paradyż;2014-01-01;4468
Pilica;2014-01-01;8778
Piotrków Trybunalski;2014-01-01;75608
Poświętne;2014-01-01;3267
Promna;2014-01-01;5588
Przedbórz;2014-01-01;7361
Przysucha;2014-01-01;12257
Radoszyce;2014-01-01;
Radzanów;2014-01-01;3901
Ręczno;2014-01-01;3570
Rokiciny;2014-01-01;6180
Rozprza;2014-01-01;12274
Ruda Maleniecka;2014-01-01;3191
Rusinów;2014-01-01;4379
Rzeczyca;2014-01-01;4728
Sadkowice;2014-01-01;5607
Secemin;2014-01-01;4918
Sławno;2014-01-01;7584
Słupia;2014-01-01;2695
Słupia Konecka;2014-01-01;3431
Smyków;2014-01-01;3813
Stąporków;2014-01-01;17752
Stromiec;2014-01-01;5690
Sulejów;2014-01-01;16308
Szczekociny;2014-01-01;8003
Tomaszów Mazowiecki miasto;2014-01-01;64513
Tomaszów Mazowiecki wiejski;2014-01-01;10773
Tuszyn;2014-01-01;12232
Ujazd;2014-01-01;7906
Warka;2014-01-01;19199
Wielgomłyny;2014-01-01;4738
Włodowice;2014-01-01;5297
Włoszczowa;2014-01-01;19901
Wola Krzysztoporska;2014-01-01;11889
Wolbórz;2014-01-01;7774
Wolbrom;2014-01-01;23362
Wyśmierzyce;2014-01-01;2848
Zagnańsk;2014-01-01;12947
Zawiercie;2014-01-01;50990
Żarnowiec;2014-01-01;4757
Żarnów;2014-01-01;6090
Żytno;2014-01-01;5336
Aleksandrów;2015-01-01;3279
Andrespol;2015-01-01;13422
Belsk Duży;2015-01-01;6596
Będków;2015-01-01;3323
Białaczów;2015-01-01;5853
Białobrzegi;2015-01-01;10407
Bliżyn;2015-01-01;8293
Błędów;2015-01-01;7620
Brójce;2015-01-01;6390
Budziszewice;2015-01-01;2201
Charsznica;2015-01-01;7573
Czarnocin;2015-01-01;4076
Czerniewice;2015-01-01;5138
Drzewica;2015-01-01;10725
Fałków;2015-01-01;4559
Gielniów;2015-01-01;4664
Głowaczów;2015-01-01;7301
Gorzkowice;2015-01-01;8542
Goszczyn;2015-01-01;2983
Gowarczów;2015-01-01;4700
Grabica;2015-01-01;6101
Grabów nad Pilicą;2015-01-01;3915
Inowłódz;2015-01-01;3861
Irządze;2015-01-01;2731
Kluczewsko;2015-01-01;5238
Klwów;2015-01-01;3452
Kobiele Wielkie;2015-01-01;4478
Kodrąb;2015-01-01;4608
Koluszki;2015-01-01;23636
Koniecpol;2015-01-01;9740
Końskie;2015-01-01;36048
Kozłów;2015-01-01;4715
Krasocin;2015-01-01;10733
Kroczyce;2015-01-01;6300
Lelów;2015-01-01;4928
Lubochnia;2015-01-01;7211
Łęki Szlacheckie;2015-01-01;3570
Łopuszno;2015-01-01;8989
Magnuszew;2015-01-01;6796
Masłowice;2015-01-01;4228
Mniów;2015-01-01;9349
Mniszków;2015-01-01;4737
Mogielnica;2015-01-01;8861
Moskorzew;2015-01-01;2770
Moszczenica;2015-01-01;12829
Niegowa;2015-01-01;5714
Nowe Miasto nad Pilicą;2015-01-01;7942
Nowosolna;2015-01-01;4721
Odrzywół;2015-01-01;3919
Ogrodzieniec;2015-01-01;9223
Opoczno;2015-01-01;34842
Paradyż;2015-01-01;4470
Pilica;2015-01-01;8725
Piotrków Trybunalski;2015-01-01;75183
Poświętne;2015-01-01;3237
Promna;2015-01-01;5562
Przedbórz;2015-01-01;7297
Przysucha;2015-01-01;12176
Radoszyce;2015-01-01;
Radzanów;2015-01-01;3880
Ręczno;2015-01-01;3566
Rokiciny;2015-01-01;6167
Rozprza;2015-01-01;12344
Ruda Maleniecka;2015-01-01;3181
Rusinów;2015-01-01;4339
Rzeczyca;2015-01-01;4717
Sadkowice;2015-01-01;5576
Secemin;2015-01-01;4879
Sławno;2015-01-01;7554
Słupia;2015-01-01;2702
Słupia Konecka;2015-01-01;3429
Smyków;2015-01-01;3808
Stąporków;2015-01-01;17567
Stromiec;2015-01-01;5668
Sulejów;2015-01-01;16245
Szczekociny;2015-01-01;7963
Tomaszów Mazowiecki miasto;2015-01-01;63960
Tomaszów Mazowiecki wiejski;2015-01-01;10845
Tuszyn;2015-01-01;12233
Ujazd;2015-01-01;7874
Warka;2015-01-01;19207
Wielgomłyny;2015-01-01;4720
Włodowice;2015-01-01;5244
Włoszczowa;2015-01-01;19755
Wola Krzysztoporska;2015-01-01;11895
Wolbórz;2015-01-01;7731
Wolbrom;2015-01-01;23231
Wyśmierzyce;2015-01-01;2832
Zagnańsk;2015-01-01;12960
Zawiercie;2015-01-01;50642
Żarnowiec;2015-01-01;4729
Żarnów;2015-01-01;6039
Żytno;2015-01-01;5287
Aleksandrów;2016-01-01;3272
Andrespol;2016-01-01;13540
Belsk Duży;2016-01-01;6561
Będków;2016-01-01;3321
Białaczów;2016-01-01;5845
Białobrzegi;2016-01-01;10346
Bliżyn;2016-01-01;8226
Błędów;2016-01-01;7597
Brójce;2016-01-01;6467
Budziszewice;2016-01-01;2193
Charsznica;2016-01-01;7531
Czarnocin;2016-01-01;4095
Czerniewice;2016-01-01;5146
Drzewica;2016-01-01;10649
Fałków;2016-01-01;4572
Gielniów;2016-01-01;4639
Głowaczów;2016-01-01;7260
Gorzkowice;2016-01-01;8534
Goszczyn;2016-01-01;2992
Gowarczów;2016-01-01;4664
Grabica;2016-01-01;6096
Grabów nad Pilicą;2016-01-01;3899
Inowłódz;2016-01-01;3828
Irządze;2016-01-01;2701
Kluczewsko;2016-01-01;5210
Klwów;2016-01-01;3458
Kobiele Wielkie;2016-01-01;4451
Kodrąb;2016-01-01;4603
Koluszki;2016-01-01;23609
Koniecpol;2016-01-01;9690
Końskie;2016-01-01;35917
Kozłów;2016-01-01;4706
Krasocin;2016-01-01;10697
Kroczyce;2016-01-01;6301
Lelów;2016-01-01;4941
Lubochnia;2016-01-01;7198
Łęki Szlacheckie;2016-01-01;3560
Łopuszno;2016-01-01;9016
Magnuszew;2016-01-01;6799
Masłowice;2016-01-01;4218
Mniów;2016-01-01;9360
Mniszków;2016-01-01;4730
Mogielnica;2016-01-01;8773
Moskorzew;2016-01-01;2761
Moszczenica;2016-01-01;12821
Niegowa;2016-01-01;5711
Nowe Miasto nad Pilicą;2016-01-01;7904
Nowosolna;2016-01-01;4786
Odrzywół;2016-01-01;3929
Ogrodzieniec;2016-01-01;9215
Opoczno;2016-01-01;34666
Paradyż;2016-01-01;4440
Pilica;2016-01-01;8725
Piotrków Trybunalski;2016-01-01;74694
Poświętne;2016-01-01;3239
Promna;2016-01-01;5557
Przedbórz;2016-01-01;7263
Przysucha;2016-01-01;12107
Radoszyce;2016-01-01;
Radzanów;2016-01-01;3892
Ręczno;2016-01-01;3569
Rokiciny;2016-01-01;6157
Rozprza;2016-01-01;12343
Ruda Maleniecka;2016-01-01;3151
Rusinów;2016-01-01;4330
Rzeczyca;2016-01-01;4674
Sadkowice;2016-01-01;5563
Secemin;2016-01-01;4867
Sławno;2016-01-01;7610
Słupia;2016-01-01;2658
Słupia Konecka;2016-01-01;3393
Smyków;2016-01-01;3794
Stąporków;2016-01-01;17369
Stromiec;2016-01-01;5645
Sulejów;2016-01-01;16265
Szczekociny;2016-01-01;7904
Tomaszów Mazowiecki miasto;2016-01-01;63601
Tomaszów Mazowiecki wiejski;2016-01-01;10945
Tuszyn;2016-01-01;12273
Ujazd;2016-01-01;7810
Warka;2016-01-01;19239
Wielgomłyny;2016-01-01;4698
Włodowice;2016-01-01;5237
Włoszczowa;2016-01-01;19643
Wola Krzysztoporska;2016-01-01;11909
Wolbórz;2016-01-01;7745
Wolbrom;2016-01-01;23111
Wyśmierzyce;2016-01-01;2819
Zagnańsk;2016-01-01;12980
Zawiercie;2016-01-01;50274
Żarnowiec;2016-01-01;4704
Żarnów;2016-01-01;6024
Żytno;2016-01-01;5242
Aleksandrów;2017-01-01;3270
Andrespol;2017-01-01;13661
Belsk Duży;2017-01-01;6561
Będków;2017-01-01;3331
Białaczów;2017-01-01;5820
Białobrzegi;2017-01-01;10322
Bliżyn;2017-01-01;8189
Błędów;2017-01-01;7553
Brójce;2017-01-01;6517
Budziszewice;2017-01-01;2181
Charsznica;2017-01-01;7479
Czarnocin;2017-01-01;4111
Czerniewice;2017-01-01;5118
Drzewica;2017-01-01;10559
Fałków;2017-01-01;4519
Gielniów;2017-01-01;4655
Głowaczów;2017-01-01;7245
Gorzkowice;2017-01-01;8541
Goszczyn;2017-01-01;2976
Gowarczów;2017-01-01;4664
Grabica;2017-01-01;6087
Grabów nad Pilicą;2017-01-01;3921
Inowłódz;2017-01-01;3819
Irządze;2017-01-01;2664
Kluczewsko;2017-01-01;5224
Klwów;2017-01-01;3397
Kobiele Wielkie;2017-01-01;4449
Kodrąb;2017-01-01;4575
Koluszki;2017-01-01;23639
Koniecpol;2017-01-01;9605
Końskie;2017-01-01;35665
Kozłów;2017-01-01;4671
Krasocin;2017-01-01;10650
Kroczyce;2017-01-01;6344
Lelów;2017-01-01;4929
Lubochnia;2017-01-01;7162
Łęki Szlacheckie;2017-01-01;3514
Łopuszno;2017-01-01;9062
Magnuszew;2017-01-01;6770
Masłowice;2017-01-01;4183
Mniów;2017-01-01;9364
Mniszków;2017-01-01;4760
Mogielnica;2017-01-01;8802
Moskorzew;2017-01-01;2730
Moszczenica;2017-01-01;12857
Niegowa;2017-01-01;5685
Nowe Miasto nad Pilicą;2017-01-01;7863
Nowosolna;2017-01-01;4850
Odrzywół;2017-01-01;3863
Ogrodzieniec;2017-01-01;9180
Opoczno;2017-01-01;34607
Paradyż;2017-01-01;4423
Pilica;2017-01-01;8713
Piotrków Trybunalski;2017-01-01;74312
Poświętne;2017-01-01;3197
Promna;2017-01-01;5602
Przedbórz;2017-01-01;7262
Przysucha;2017-01-01;12027
Radoszyce;2017-01-01;
Radzanów;2017-01-01;3898
Ręczno;2017-01-01;3554
Rokiciny;2017-01-01;6173
Rozprza;2017-01-01;12306
Ruda Maleniecka;2017-01-01;3113
Rusinów;2017-01-01;4297
Rzeczyca;2017-01-01;4648
Sadkowice;2017-01-01;5538
Secemin;2017-01-01;4856
Sławno;2017-01-01;7640
Słupia;2017-01-01;2651
Słupia Konecka;2017-01-01;3380
Smyków;2017-01-01;3787
Stąporków;2017-01-01;17185
Stromiec;2017-01-01;5633
Sulejów;2017-01-01;16291
Szczekociny;2017-01-01;7824
Tomaszów Mazowiecki miasto;2017-01-01;63238
Tomaszów Mazowiecki wiejski;2017-01-01;11068
Tuszyn;2017-01-01;12332
Ujazd;2017-01-01;7783
Warka;2017-01-01;19269
Wielgomłyny;2017-01-01;4670
Włodowice;2017-01-01;5237
Włoszczowa;2017-01-01;19547
Wola Krzysztoporska;2017-01-01;11921
Wolbórz;2017-01-01;7767
Wolbrom;2017-01-01;22974
Wyśmierzyce;2017-01-01;2782
Zagnańsk;2017-01-01;13023
Zawiercie;2017-01-01;49908
Żarnowiec;2017-01-01;4658
Żarnów;2017-01-01;5978
Żytno;2017-01-01;5199
Aleksandrów;2018-01-01;3251
Andrespol;2018-01-01;13795
Belsk Duży;2018-01-01;6515
Będków;2018-01-01;3313
Białaczów;2018-01-01;5802
Białobrzegi;2018-01-01;10318
Bliżyn;2018-01-01;8135
Błędów;2018-01-01;7461
Brójce;2018-01-01;6548
Budziszewice;2018-01-01;2183
Charsznica;2018-01-01;7464
Czarnocin;2018-01-01;4108
Czerniewice;2018-01-01;5083
Drzewica;2018-01-01;10487
Fałków;2018-01-01;4476
Gielniów;2018-01-01;4616
Głowaczów;2018-01-01;7230
Gorzkowice;2018-01-01;8522
Goszczyn;2018-01-01;2970
Gowarczów;2018-01-01;4624
Grabica;2018-01-01;6078
Grabów nad Pilicą;2018-01-01;3906
Inowłódz;2018-01-01;3829
Irządze;2018-01-01;2630
Kluczewsko;2018-01-01;5181
Klwów;2018-01-01;3426
Kobiele Wielkie;2018-01-01;4449
Kodrąb;2018-01-01;4571
Koluszki;2018-01-01;23662
Koniecpol;2018-01-01;9500
Końskie;2018-01-01;35422
Kozłów;2018-01-01;4651
Krasocin;2018-01-01;10652
Kroczyce;2018-01-01;6347
Lelów;2018-01-01;4872
Lubochnia;2018-01-01;7161
Łęki Szlacheckie;2018-01-01;3483
Łopuszno;2018-01-01;9021
Magnuszew;2018-01-01;6764
Masłowice;2018-01-01;4193
Mniów;2018-01-01;9372
Mniszków;2018-01-01;4771
Mogielnica;2018-01-01;8744
Moskorzew;2018-01-01;2692
Moszczenica;2018-01-01;12862
Niegowa;2018-01-01;5663
Nowe Miasto nad Pilicą;2018-01-01;7766
Nowosolna;2018-01-01;4963
Odrzywół;2018-01-01;3842
Ogrodzieniec;2018-01-01;9152
Opoczno;2018-01-01;34353
Paradyż;2018-01-01;4415
Pilica;2018-01-01;8640
Piotrków Trybunalski;2018-01-01;73670
Poświętne;2018-01-01;3176
Promna;2018-01-01;5594
Przedbórz;2018-01-01;7217
Przysucha;2018-01-01;11920
Radoszyce;2018-01-01;8952
Radzanów;2018-01-01;3893
Ręczno;2018-01-01;3526
Rokiciny;2018-01-01;6159
Rozprza;2018-01-01;12342
Ruda Maleniecka;2018-01-01;3108
Rusinów;2018-01-01;4289
Rzeczyca;2018-01-01;4641
Sadkowice;2018-01-01;5486
Secemin;2018-01-01;4827
Sławno;2018-01-01;7672
Słupia;2018-01-01;2629
Słupia Konecka;2018-01-01;3340
Smyków;2018-01-01;3791
Stąporków;2018-01-01;16935
Stromiec;2018-01-01;5654
Sulejów;2018-01-01;16323
Szczekociny;2018-01-01;7713
Tomaszów Mazowiecki miasto;2018-01-01;62649
Tomaszów Mazowiecki wiejski;2018-01-01;11182
Tuszyn;2018-01-01;12389
Ujazd;2018-01-01;7738
Warka;2018-01-01;19259
Wielgomłyny;2018-01-01;4596
Włodowice;2018-01-01;5224
Włoszczowa;2018-01-01;19480
Wola Krzysztoporska;2018-01-01;11929
Wolbórz;2018-01-01;7787
Wolbrom;2018-01-01;22875
Wyśmierzyce;2018-01-01;2766
Zagnańsk;2018-01-01;12981
Zawiercie;2018-01-01;49567
Żarnowiec;2018-01-01;4637
Żarnów;2018-01-01;5947
Żytno;2018-01-01;5154
Aleksandrów;2019-01-01;3281
Andrespol;2019-01-01;14205
Belsk Duży;2019-01-01;6475
Będków;2019-01-01;3274
Białaczów;2019-01-01;5767
Białobrzegi;2019-01-01;10263
Bliżyn;2019-01-01;8037
Błędów;2019-01-01;7415
Brójce;2019-01-01;6672
Budziszewice;2019-01-01;2149
Charsznica;2019-01-01;7441
Czarnocin;2019-01-01;4131
Czerniewice;2019-01-01;5048
Drzewica;2019-01-01;10424
Fałków;2019-01-01;4393
Gielniów;2019-01-01;4542
Głowaczów;2019-01-01;7166
Gorzkowice;2019-01-01;8506
Goszczyn;2019-01-01;2971
Gowarczów;2019-01-01;4583
Grabica;2019-01-01;6053
Grabów nad Pilicą;2019-01-01;3899
Inowłódz;2019-01-01;3825
Irządze;2019-01-01;2601
Kluczewsko;2019-01-01;5197
Klwów;2019-01-01;3380
Kobiele Wielkie;2019-01-01;4444
Kodrąb;2019-01-01;4514
Koluszki;2019-01-01;23368
Koniecpol;2019-01-01;9408
Końskie;2019-01-01;35112
Kozłów;2019-01-01;4582
Krasocin;2019-01-01;10620
Kroczyce;2019-01-01;6306
Lelów;2019-01-01;4824
Lubochnia;2019-01-01;7197
Łęki Szlacheckie;2019-01-01;3452
Łopuszno;2019-01-01;8984
Magnuszew;2019-01-01;6742
Masłowice;2019-01-01;4161
Mniów;2019-01-01;9346
Mniszków;2019-01-01;4770
Mogielnica;2019-01-01;8682
Moskorzew;2019-01-01;2640
Moszczenica;2019-01-01;12930
Niegowa;2019-01-01;5608
Nowe Miasto nad Pilicą;2019-01-01;7668
Nowosolna;2019-01-01;5084
Odrzywół;2019-01-01;3752
Ogrodzieniec;2019-01-01;9061
Opoczno;2019-01-01;34108
Paradyż;2019-01-01;4354
Pilica;2019-01-01;8570
Piotrków Trybunalski;2019-01-01;73090
Poświętne;2019-01-01;3148
Promna;2019-01-01;5555
Przedbórz;2019-01-01;7122
Przysucha;2019-01-01;11783
Radoszyce;2019-01-01;8891
Radzanów;2019-01-01;3887
Ręczno;2019-01-01;3523
Rokiciny;2019-01-01;6160
Rozprza;2019-01-01;12297
Ruda Maleniecka;2019-01-01;3069
Rusinów;2019-01-01;4274
Rzeczyca;2019-01-01;4643
Sadkowice;2019-01-01;5412
Secemin;2019-01-01;4811
Sławno;2019-01-01;7627
Słupia;2019-01-01;2613
Słupia Konecka;2019-01-01;3319
Smyków;2019-01-01;3792
Stąporków;2019-01-01;16699
Stromiec;2019-01-01;5628
Sulejów;2019-01-01;16329
Szczekociny;2019-01-01;7658
Tomaszów Mazowiecki miasto;2019-01-01;61960
Tomaszów Mazowiecki wiejski;2019-01-01;11224
Tuszyn;2019-01-01;12391
Ujazd;2019-01-01;7723
Warka;2019-01-01;19226
Wielgomłyny;2019-01-01;4546
Włodowice;2019-01-01;5254
Włoszczowa;2019-01-01;19292
Wola Krzysztoporska;2019-01-01;11965
Wolbórz;2019-01-01;7841
Wolbrom;2019-01-01;22753
Wyśmierzyce;2019-01-01;2779
Zagnańsk;2019-01-01;12982
Zawiercie;2019-01-01;49204
Żarnowiec;2019-01-01;4597
Żarnów;2019-01-01;5908
Żytno;2019-01-01;5096
Aleksandrów;2020-01-01;3228
Andrespol;2020-01-01;14391
Belsk Duży;2020-01-01;6351
Będków;2020-01-01;3190
Białaczów;2020-01-01;5635
Białobrzegi;2020-01-01;9980
Bliżyn;2020-01-01;7676
Błędów;2020-01-01;7196
Brójce;2020-01-01;7103
Budziszewice;2020-01-01;2102
Charsznica;2020-01-01;7290
Czarnocin;2020-01-01;4116
Czerniewice;2020-01-01;4918
Drzewica;2020-01-01;10003
Fałków;2020-01-01;4101
Gielniów;2020-01-01;4382
Głowaczów;2020-01-01;6816
Gorzkowice;2020-01-01;8367
Goszczyn;2020-01-01;2890
Gowarczów;2020-01-01;4477
Grabica;2020-01-01;6059
Grabów nad Pilicą;2020-01-01;4060
Inowłódz;2020-01-01;3698
Irządze;2020-01-01;2561
Kluczewsko;2020-01-01;5018
Klwów;2020-01-01;3193
Kobiele Wielkie;2020-01-01;4280
Kodrąb;2020-01-01;4398
Koluszki;2020-01-01;23081
Koniecpol;2020-01-01;9014
Końskie;2020-01-01;33618
Kozłów;2020-01-01;4480
Krasocin;2020-01-01;10296
Kroczyce;2020-01-01;6148
Lelów;2020-01-01;4676
Lubochnia;2020-01-01;7396
Łęki Szlacheckie;2020-01-01;3286
Łopuszno;2020-01-01;8834
Magnuszew;2020-01-01;6491
Masłowice;2020-01-01;3989
Mniów;2020-01-01;9232
Mniszków;2020-01-01;4718
Mogielnica;2020-01-01;8395
Moskorzew;2020-01-01;2602
Moszczenica;2020-01-01;12738
Niegowa;2020-01-01;5438
Nowe Miasto nad Pilicą;2020-01-01;7403
Nowosolna;2020-01-01;5439
Odrzywół;2020-01-01;3472
Ogrodzieniec;2020-01-01;9074
Opoczno;2020-01-01;32828
Paradyż;2020-01-01;4252
Pilica;2020-01-01;8266
Piotrków Trybunalski;2020-01-01;69274
Poświętne;2020-01-01;2986
Promna;2020-01-01;5524
Przedbórz;2020-01-01;6809
Przysucha;2020-01-01;11192
Radoszyce;2020-01-01;8423
Radzanów;2020-01-01;3811
Ręczno;2020-01-01;3408
Rokiciny;2020-01-01;6183
Rozprza;2020-01-01;12309
Ruda Maleniecka;2020-01-01;2969
Rusinów;2020-01-01;4136
Rzeczyca;2020-01-01;4487
Sadkowice;2020-01-01;5297
Secemin;2020-01-01;4668
Sławno;2020-01-01;7528
Słupia;2020-01-01;2539
Słupia Konecka;2020-01-01;3122
Smyków;2020-01-01;3709
Stąporków;2020-01-01;16004
Stromiec;2020-01-01;5524
Sulejów;2020-01-01;16646
Szczekociny;2020-01-01;7310
Tomaszów Mazowiecki miasto;2020-01-01;59608
Tomaszów Mazowiecki wiejski;2020-01-01;11153
Tuszyn;2020-01-01;12683
Ujazd;2020-01-01;7463
Warka;2020-01-01;19374
Wielgomłyny;2020-01-01;4432
Włodowice;2020-01-01;5230
Włoszczowa;2020-01-01;19030
Wola Krzysztoporska;2020-01-01;11940
Wolbórz;2020-01-01;7836
Wolbrom;2020-01-01;22430
Wyśmierzyce;2020-01-01;2697
Zagnańsk;2020-01-01;12541
Zawiercie;2020-01-01;47815
Żarnowiec;2020-01-01;4511
Żarnów;2020-01-01;5654
Żytno;2020-01-01;4911
Aleksandrów;2021-01-01;3204
Andrespol;2021-01-01;14539
Belsk Duży;2021-01-01;6287
Będków;2021-01-01;3163
Białaczów;2021-01-01;5592
Białobrzegi;2021-01-01;9848
Bliżyn;2021-01-01;7628
Błędów;2021-01-01;7118
Brójce;2021-01-01;7148
Budziszewice;2021-01-01;2098
Charsznica;2021-01-01;7213
Czarnocin;2021-01-01;4096
Czerniewice;2021-01-01;4888
Drzewica;2021-01-01;9928
Fałków;2021-01-01;4041
Gielniów;2021-01-01;4323
Głowaczów;2021-01-01;6767
Gorzkowice;2021-01-01;8290
Goszczyn;2021-01-01;2875
Gowarczów;2021-01-01;4463
Grabica;2021-01-01;6047
Grabów nad Pilicą;2021-01-01;4044
Inowłódz;2021-01-01;3660
Irządze;2021-01-01;2529
Kluczewsko;2021-01-01;4973
Klwów;2021-01-01;3145
Kobiele Wielkie;2021-01-01;4283
Kodrąb;2021-01-01;4359
Koluszki;2021-01-01;23048
Koniecpol;2021-01-01;8866
Końskie;2021-01-01;33204
Kozłów;2021-01-01;4453
Krasocin;2021-01-01;10270
Kroczyce;2021-01-01;6115
Lelów;2021-01-01;4632
Lubochnia;2021-01-01;7320
Łęki Szlacheckie;2021-01-01;3237
Łopuszno;2021-01-01;8787
Magnuszew;2021-01-01;6473
Masłowice;2021-01-01;3956
Mniów;2021-01-01;9156
Mniszków;2021-01-01;4708
Mogielnica;2021-01-01;8300
Moskorzew;2021-01-01;2584
Moszczenica;2021-01-01;12643
Niegowa;2021-01-01;5416
Nowe Miasto nad Pilicą;2021-01-01;7294
Nowosolna;2021-01-01;5533
Odrzywół;2021-01-01;3426
Ogrodzieniec;2021-01-01;8962
Opoczno;2021-01-01;32438
Paradyż;2021-01-01;4241
Pilica;2021-01-01;8176
Piotrków Trybunalski;2021-01-01;68270
Poświętne;2021-01-01;2956
Promna;2021-01-01;5487
Przedbórz;2021-01-01;6709
Przysucha;2021-01-01;11117
Radoszyce;2021-01-01;8307
Radzanów;2021-01-01;3784
Ręczno;2021-01-01;3381
Rokiciny;2021-01-01;6159
Rozprza;2021-01-01;12235
Ruda Maleniecka;2021-01-01;2908
Rusinów;2021-01-01;4070
Rzeczyca;2021-01-01;4448
Sadkowice;2021-01-01;5202
Secemin;2021-01-01;4620
Sławno;2021-01-01;7510
Słupia;2021-01-01;2502
Słupia Konecka;2021-01-01;3064
Smyków;2021-01-01;3688
Stąporków;2021-01-01;15721
Stromiec;2021-01-01;5447
Sulejów;2021-01-01;16571
Szczekociny;2021-01-01;7184
Tomaszów Mazowiecki miasto;2021-01-01;58796
Tomaszów Mazowiecki wiejski;2021-01-01;11215
Tuszyn;2021-01-01;12637
Ujazd;2021-01-01;7382
Warka;2021-01-01;19335
Wielgomłyny;2021-01-01;4386
Włodowice;2021-01-01;5167
Włoszczowa;2021-01-01;18882
Wola Krzysztoporska;2021-01-01;11930
Wolbórz;2021-01-01;7843
Wolbrom;2021-01-01;22220
Wyśmierzyce;2021-01-01;2687
Zagnańsk;2021-01-01;12380
Zawiercie;2021-01-01;47220
Żarnowiec;2021-01-01;4474
Żarnów;2021-01-01;5587
Żytno;2021-01-01;4849
Aleksandrów;2022-01-01;
Andrespol;2022-01-01;
Belsk Duży;2022-01-01;
Będków;2022-01-01;
Białaczów;2022-01-01;
Białobrzegi;2022-01-01;
Bliżyn;2022-01-01;
Błędów;2022-01-01;
Brójce;2022-01-01;
Budziszewice;2022-01-01;
Charsznica;2022-01-01;
Czarnocin;2022-01-01;
Czerniewice;2022-01-01;
Drzewica;2022-01-01;
Fałków;2022-01-01;
Gielniów;2022-01-01;
Głowaczów;2022-01-01;
